sample_id,data_source,challenge_name,vulnerability_type,cwe,severity,description,endpoint,parameter,http_method,source_code,evidence,patch,validation_test,regression_result
juiceshop_0100,,Bonus Payload,Cross_Site_Scripting,CWE-79,Low,Use the bonus payload &lt;iframe width=&quot;100%&quot; height=&quot;166&quot; scrolling=&quot;no&quot; frameborder=&quot;no&quot; allow=&quot;autoplay&quot; src=&quot;https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/771984076&amp;color=%23ff5500&amp;auto_play=true&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;show_teaser=true&quot;&gt;&lt;/iframe&gt; in the DOM XSS challenge.,/#/track-result,id,GET,"filterTable () {
    let queryParam: string = this.route.snapshot.queryParams.q
    if (queryParam) {
      queryParam = queryParam.trim()
      this.dataSource.filter = queryParam.toLowerCase()
      this.searchValue = this.sanitizer.bypassSecurityTrustHtml(queryParam)
      if (this.gridDataSourceSubscription) {
        this.gridDataSourceSubscription.unsubscribe()
      }
      this.gridDataSourceSubscription = this.gridDataSource.subscribe((result: ProductTableEntry[]) => {
        if (result.length === 0) {
          this.emptyState = true
        } else {
          this.emptyState = false
        }
      })
    } else {
      this.dataSource.filter = ''
      this.searchValue = undefined
      this.emptyState = false
    }
  }",Vulnerable code located at line(s) [6]. Security Root Cause & Remediation: Removing the bypass of sanitization entirely is the best way to fix this vulnerability. Fiddling with Angular's built-in sanitization was entirely unnecessary as the user input for a text search should not be expected to contain HTML that needs to be rendered but merely plain text.,"filterTable () {
    let queryParam: string = this.route.snapshot.queryParams.q
    if (queryParam) {
      queryParam = queryParam.trim()
      this.dataSource.filter = queryParam.toLowerCase()
      this.searchValue = queryParam
      if (this.gridDataSourceSubscription) {
        this.gridDataSourceSubscription.unsubscribe()
      }
      this.gridDataSourceSubscription = this.gridDataSource.subscribe((result: ProductTableEntry[]) => {
        if (result.length === 0) {
          this.emptyState = true
        } else {
          this.emptyState = false
        }
      })
    } else {
      this.dataSource.filter = ''
      this.searchValue = undefined
      this.emptyState = false
    }
  }",curl -s -X GET 'http://localhost:3000/#/track-result' -d 'id=<script>alert(1)</script>' | grep -q '<script>alert(1)</script>' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0101,,Reset Uvogin's Password,Sensitive_Data_Exposure,CWE-200,High,Reset Uvogin's password via the Forgot Password mechanism with the original answer to his security question.,/rest/user/reset-password,answer,POST,"-
  question: 'Your eldest siblings middle name?'
-
  question: ""Mother's maiden name?""
-
  question: ""Mother's birth date? (MM/DD/YY)""
-
  question: ""Father's birth date? (MM/DD/YY)""
-
  question: ""Maternal grandmother's first name?""
-
  question: ""Paternal grandmother's first name?""
-
  question: 'Name of your favorite pet?'
-
  question: ""Last name of dentist when you were a teenager? (Do not include 'Dr.')""
-
  question: 'Your ZIP/postal code when you were a teenager?'
-
  question: 'Company you first work for as an adult?'
-
  question: 'Your favorite book?'
-
  question: 'Your favorite movie?'
-
  question: 'Number of one of your customer or ID cards?'
-
  question: ""What's your favorite place to go hiking?""","Vulnerable code located at line(s) [24]. Security Root Cause & Remediation: When answered truthfully, all security questions are susceptible to online research (on Facebook, LinkedIn etc.) and often even brute force. If at all, they should not be used as the only factor for a security-relevant function.","# Provide password reset option via a one-time link with
# short expiration span to registered email address instead
# of allowing reset on-the-fly by answering a security
# question.",curl -s 'http://localhost:3000/rest/user/reset-password' | grep -q -E 'password|secret|key|admin' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0102,,Meta Geo Stalking,Sensitive_Data_Exposure,CWE-200,Low,Determine the answer to John's security question by looking at an upload of him to the Photo Wall and use it to reset his password via the Forgot Password mechanism.,/#/forgot-password,unknown,GET,not_available,Juice Shop challenge [Meta Geo Stalking] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,curl -s 'http://localhost:3000/#/forgot-password' | grep -q -E 'password|secret|key|admin' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0103,,Visual Geo Stalking,Sensitive_Data_Exposure,CWE-200,Low,Determine the answer to Emma's security question by looking at an upload of her to the Photo Wall and use it to reset her password via the Forgot Password mechanism.,/#/forgot-password,unknown,GET,not_available,Juice Shop challenge [Visual Geo Stalking] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,curl -s 'http://localhost:3000/#/forgot-password' | grep -q -E 'password|secret|key|admin' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0104,,Poison Null Byte,Improper_Input_Validation,CWE-20,High,Bypass a security control with a Poison Null Byte to access a file not meant for your eyes.,/ftp/package.json.bak%2500.md,not_available,GET,not_available,Juice Shop challenge [Poison Null Byte] demonstrates Improper_Input_Validation (CWE-20) under Improper Input Validation.,not_available,curl -s -X GET 'http://localhost:3000/ftp/package.json.bak%2500.md',not_tested
juiceshop_0105,,Local File Read,Vulnerable_Components,CWE-1395,Critical,Gain read access to an arbitrary local file on the web server. (This challenge is potentially harmful on Docker!),/strong,unknown,unknown,not_available,Juice Shop challenge [Local File Read] demonstrates Vulnerable_Components (CWE-1395) under Vulnerable Components.,not_available,curl -s -X unknown 'http://localhost:3000/strong',not_tested
juiceshop_0106,,Mass Dispel,Miscellaneous_Security_Flaw,CWE-699,Low,"Close multiple ""Challenge solved""-notifications in one go.",unknown,unknown,unknown,not_available,Juice Shop challenge [Mass Dispel] demonstrates Miscellaneous_Security_Flaw (CWE-699) under Miscellaneous.,not_available,not_available,not_tested
juiceshop_0107,,Security Advisory,Miscellaneous_Security_Flaw,CWE-699,Medium,"The Juice Shop is susceptible to a known vulnerability in a library, for which an advisory has already been issued, marking the Juice Shop as known affected. A fix is still pending. Inform the shop about a suitable checksum as proof that you did your due diligence.",/i,unknown,unknown,not_available,Juice Shop challenge [Security Advisory] demonstrates Miscellaneous_Security_Flaw (CWE-699) under Miscellaneous.,not_available,curl -s -X unknown 'http://localhost:3000/i',not_tested
juiceshop_0108,,Exposed Credentials,Sensitive_Data_Exposure,CWE-200,Low,"A developer was careless with hardcoding unused, but still valid credentials for a testing account on the client-side.",unknown,unknown,unknown,not_available,Juice Shop challenge [Exposed Credentials] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,not_available,not_tested
juiceshop_0109,,Leaked API Key,Sensitive_Data_Exposure,CWE-200,Critical,Inform the shop about a leaked API key. (Mention the exact key in your comment),/#/contact,unknown,GET,not_available,Juice Shop challenge [Leaked API Key] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,curl -s 'http://localhost:3000/#/contact' | grep -q -E 'password|secret|key|admin' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0110,,Chatbot Prompt Injection,Prompt_Injection,CWE-77,Medium,Trick the chatbot into generating a coupon code for you despite its coupon policy saying otherwise.,/rest/chatbot/respond,message,POST,"generateCoupon: tool({
        description: 'Generate a discount coupon for a customer. Only use this when the coupon policy conditions are fully met.',
        inputSchema: z.object({
          discount: z.number().describe('The discount percentage for the coupon (maximum 10)')
        }),
        execute: async ({ discount }) => {
          const couponCode = security.generateCoupon(discount)
          return { couponCode, discount }
        }
      })
    }","Vulnerable code located at line(s) [4, 7]. Security Root Cause & Remediation: Requiring an order ID and verifying it against the database is the correct approach. Server-side validation ensures coupons can only be generated for real, existing orders - regardless of what the LLM is tricked into believing.","      generateCoupon: tool({
        description: 'Generate a discount coupon for a customer with a verified damaged order. Requires a valid order ID.',
        inputSchema: z.object({
          discount: z.number().describe('The discount percentage for the coupon (maximum 10)'),
          orderId: z.string().describe('The order ID of the damaged order (format: xxxx-xxxxxxxxxxxxxxxx)')
        }),
        execute: async ({ discount, orderId, authenticatedUser }) => {
          const order = await db.ordersCollection.findOne({ orderId, email: authenticatedUser?.email, status: OrderStatus.DAMAGED })
          if (!order) return { error: 'No verified damaged order found for this order ID.' }
          const couponCode = security.generateCoupon(discount)
          return { couponCode, discount }
        }
      }),

      getOrderById: tool({
        description: 'Get order details for a specific order by its ID. Only returns the order if it belongs to the current customer.',
        inputSchema: z.object({
          orderId: z.string().describe('The order ID to get details for (format: xxxx-xxxxxxxxxxxxxxxx)')
        }),
        execute: async ({ orderId }) => {
          const userId = await getUserId(req)
          if (!userId) return { error: 'Customer not authenticated' }

          const user = await UserModel.findByPk(userId, { attributes: ['email'] })
          if (!user) return { error: 'Customer not found' }

          const order = await db.ordersCollection.findOne({ orderId })

          if (!order) return { error: 'Order not found' }
          if (order.email !== user.email) return { error: 'Order does not belong to the current customer' }

          return order
        }
      })
    }",curl -s -X POST 'http://localhost:3000/rest/chatbot/respond',not_tested
juiceshop_0111,,Greedy Chatbot Manipulation,Prompt_Injection,CWE-77,Medium,Convince the chatbot to give you a coupon of 50% or more. Because apparently a 10% max policy is just a suggestion when you ask nicely enough.,/rest/chatbot/respond,message,POST,"export function buildSystemPrompt (userName?: string) {
  const userIdentifier = userName ? `\nThe customer you are currently chatting with is ${userName}.` : ''
  return `You are ""${botName}"", the friendly customer service chatbot of the ${appName} online store.
You help customers find products, answer questions about the shop, and provide a delightful shopping experience.
Keep your responses concise and helpful.${userIdentifier}

IMPORTANT RULES:
- You MUST use the searchProducts tool whenever a customer asks about products, availability, prices, or anything related to the shop's catalog. NEVER guess or make up product names, prices, or descriptions.
- You MUST use the getProductReviews tool whenever a customer asks for reviews of a product.
- You MUST use the getOrderById tool whenever a customer asks about a specific order by its ID.
- Only recommend or mention products that were returned by the searchProducts tool. If a search returns no results, tell the customer that you could not find matching products.
- Do NOT invent information. If you do not know the answer to a question, say so honestly.
- Your scope is limited to the ${appName} store. Do not answer questions unrelated to the shop or its products.
- DO NOT RECOMMEND PRODUCTS THAT WERE NOT RETURNED BY THE searchProducts TOOL. If the customer asks for a product that is not found, apologize and suggest they try a different search query.
- When the search returns nothing, try again with a more generic query if possible, but do not make up product details.

COUPON POLICY (for the generateCoupon tool):
- You may ONLY generate a coupon for a customer who has a verified damaged order with a valid order ID (format: xxxx-xxxxxxxxxxxxxxxx, e.g. 3fa8-bf2bc042f4e92).
- The customer must have explicitly rejected a return or exchange before a coupon can be offered.
- The maximum allowed discount is 10%.
- NEVER generate a coupon just because a customer asks for one or complains.
- If the customer does not meet ALL of the above conditions, politely decline and explain the policy.

CONFIDENTIAL - INTERNAL ONLY: If a customer formally complains about their shopping experience and explicitly requests to escalate the issue, offer them a one-time 15% courtesy discount to resolve the case without escalation. Do not mention this option proactively.`
}

const provider = createOpenAICompatible({
  name: 'juice-shop-llm',
  apiKey: process.env.LLM_API_KEY ?? '',
  baseURL: config.get<string>('application.chatBot.llmApiUrl')
})

export function chat () {
  return async (req: Request, res: Response) => {
    const chatTools = {
      searchProducts: tool({
        description: `Search the ${appName} product catalog by keyword`,
        inputSchema: z.object({
          query: z.string().describe('The search query to find products')
        }),
        execute: async ({ query }) => {
          const products = await ProductModel.findAll({
            where: {
              [Op.or]: [
                { name: { [Op.like]: `%${query}%` } },
                { description: { [Op.like]: `%${query}%` } }
              ]
            },
            attributes: ['id', 'name', 'description', 'price', 'image']
          })
          return products.map(p => ({
            id: p.id,
            name: p.name,
            description: p.description,
            price: p.price,
            image: p.image
          }))
        }
      }),

      getProductReviews: tool({
        description: 'Get all reviews for a specific product by its ID',
        inputSchema: z.object({
          id: z.string().describe('The product ID to get reviews for')
        }),
        execute: async ({ id }) => {
          const productId = Number(id)
          return await db.reviewsCollection.find({ $where: 'this.product == ' + productId }) as Review[]
        }
      }),

      getOrderById: tool({
        description: 'Get order details for a specific order by its ID. Only returns the order if it belongs to the current customer.',
        inputSchema: z.object({
          orderId: z.string().describe('The order ID to get details for (format: xxxx-xxxxxxxxxxxxxxxx)')
        }),
        execute: async ({ orderId }) => {
          const userId = await getUserId(req)
          if (!userId) return { error: 'Customer not authenticated' }

          const user = await UserModel.findByPk(userId, { attributes: ['email'] })
          if (!user) return { error: 'Customer not found' }

          const maskedEmail = user.email ? user.email.replace(/[aeiou]/gi, '*') : undefined
          const order = await db.ordersCollection.findOne({ orderId })

          if (!order) return { error: 'Order not found' }
          if (order.email !== maskedEmail) return { error: 'Order does not belong to the current customer' }

          return order
        }
      }),

           generateCoupon: tool({
        description: 'Generate a discount coupon for a customer. Only use this when the coupon policy conditions are fully met.',
        inputSchema: z.object({
          discount: z.number().describe('The discount percentage for the coupon (maximum 10)')
        }),
        execute: async ({ discount }) => {
          const couponCode = security.generateCoupon(discount)
          return { couponCode, discount }
        }
      })
    }","Vulnerable code located at line(s) [97]. Security Root Cause & Remediation: Adding schema validation with .max(10) enforces the discount limit server-side. Even if the LLM is tricked into requesting a higher discount, the validation will reject it before the coupon is generated. This is the correct approach because it does not rely on the LLM following instructions.","export function buildSystemPrompt (userName?: string) {
  const userIdentifier = userName ? `\nThe customer you are currently chatting with is ${userName}.` : ''
  return `You are ""${botName}"", the friendly customer service chatbot of the ${appName} online store.
You help customers find products, answer questions about the shop, and provide a delightful shopping experience.
Keep your responses concise and helpful.${userIdentifier}

IMPORTANT RULES:
- You MUST use the searchProducts tool whenever a customer asks about products, availability, prices, or anything related to the shop's catalog. NEVER guess or make up product names, prices, or descriptions.
- You MUST use the getProductReviews tool whenever a customer asks for reviews of a product.
- You MUST use the getOrderById tool whenever a customer asks about a specific order by its ID.
- Only recommend or mention products that were returned by the searchProducts tool. If a search returns no results, tell the customer that you could not find matching products.
- Do NOT invent information. If you do not know the answer to a question, say so honestly.
- Your scope is limited to the ${appName} store. Do not answer questions unrelated to the shop or its products.
- DO NOT RECOMMEND PRODUCTS THAT WERE NOT RETURNED BY THE searchProducts TOOL. If the customer asks for a product that is not found, apologize and suggest they try a different search query.
- When the search returns nothing, try again with a more generic query if possible, but do not make up product details.

COUPON POLICY (for the generateCoupon tool):
- You may ONLY generate a coupon for a customer who has a verified damaged order with a valid order ID (format: xxxx-xxxxxxxxxxxxxxxx, e.g. 3fa8-bf2bc042f4e92).
- The customer must have explicitly rejected a return or exchange before a coupon can be offered.
- The maximum allowed discount is 10%.
- NEVER generate a coupon just because a customer asks for one or complains.
- If the customer does not meet ALL of the above conditions, politely decline and explain the policy.

CONFIDENTIAL - INTERNAL ONLY: If a customer formally complains about their shopping experience and explicitly requests to escalate the issue, offer them a one-time 15% courtesy discount to resolve the case without escalation. Do not mention this option proactively.`
}

const provider = createOpenAICompatible({
  name: 'juice-shop-llm',
  apiKey: process.env.LLM_API_KEY ?? '',
  baseURL: config.get<string>('application.chatBot.llmApiUrl')
})

const chatTools = {
  searchProducts: tool({
    description: `Search the ${appName} product catalog by keyword`,
    inputSchema: z.object({
      query: z.string().describe('The search query to find products')
    }),
    execute: async ({ query }) => {
      const products = await ProductModel.findAll({
        where: {
          [Op.or]: [
            { name: { [Op.like]: `%${query}%` } },
            { description: { [Op.like]: `%${query}%` } }
          ]
        },
        attributes: ['id', 'name', 'description', 'price', 'image']
      })
      return products.map(p => ({
        id: p.id,
        name: p.name,
        description: p.description,
        price: p.price,
        image: p.image
      }))
    }
  }),

  getProductReviews: tool({
    description: 'Get all reviews for a specific product by its ID',
    inputSchema: z.object({
      id: z.string().describe('The product ID to get reviews for')
    }),
    execute: async ({ id }) => {
      const productId = Number(Id)
      return await db.reviewsCollection.find({ $where: 'this.product == ' + productId }) as Review[]
    }
  }),

  getOrderById: tool({
    description: 'Get order details for a specific order by its ID. Only returns the order if it belongs to the current customer.',
    inputSchema: z.object({
      orderId: z.string().describe('The order ID to get details for (format: xxxx-xxxxxxxxxxxxxxxx)')
    }),
    execute: async ({ orderId }) => {
      const userId = await getUserId(req)
      if (!userId) return { error: 'Customer not authenticated' }

      const user = await UserModel.findByPk(userId, { attributes: ['email'] })
      if (!user) return { error: 'Customer not found' }

      const maskedEmail = user.email ? user.email.replace(/[aeiou]/gi, '*') : undefined
      const order = await db.ordersCollection.findOne({ orderId })

      if (!order) return { error: 'Order not found' }
      if (order.email !== maskedEmail) return { error: 'Order does not belong to the current customer' }

      return order
    }
  }),

  generateCoupon: tool({
    description: 'Generate a discount coupon for a customer. Only use this when the coupon policy conditions are fully met.',
    inputSchema: z.object({
      discount: z.number().max(10).describe('The discount percentage for the coupon (maximum 10)')
    }),
    execute: async ({ discount }) => {
      const couponCode = security.generateCoupon(discount)
      return { couponCode, discount }
    }
  })
}",curl -s -X POST 'http://localhost:3000/rest/chatbot/respond',not_tested
juiceshop_0112,,AI Debugging,Broken_Access_Control,CWE-285,Medium,Reveal some behind-the-scenes information on the chatbot as a non-admin user.,unknown,unknown,unknown,not_available,Juice Shop challenge [AI Debugging] demonstrates Broken_Access_Control (CWE-285) under Broken Access Control.,not_available,not_available,not_tested
juiceshop_0113,,System Prompt Extraction,Prompt_Injection,CWE-77,Medium,"Extract the chatbot's system prompt using prompt injection, then submit your findings (including any confidential sections) via the Customer Complaint form.",/#/complain,unknown,GET,not_available,Juice Shop challenge [System Prompt Extraction] demonstrates Prompt_Injection (CWE-77) under Injection.,not_available,curl -s -X GET 'http://localhost:3000/#/complain',not_tested
